"" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1120" "YIL072W" 8.26479319806246e-08 4.59373637227907e-07 1.97492198760179 10.5593550954917
"1121" "YFR020W" 5.06810342800417e-08 2.97893374896705e-07 -0.869633295771575 -11.0007857507496
"1122" "YOR042W" 4.36474179520286e-08 2.59819297763577e-07 0.765979356008047 11.1386038830267
"1123" "YGL245W" 4.08021666084571e-08 2.46470705403995e-07 -0.73800294206439 -11.2012460034895
"1124" "YGL027C" 4.30279069842969e-08 2.57067184923535e-07 -0.711365820673371 -11.1518641012824
"1125" "YGL125W" 4.1796308038011e-08 2.52010550400616e-07 -0.836357746498262 -11.1788423211962
"1126" "YHR174W" 4.29422018246702e-08 2.56789656615167e-07 -1.18504707223647 -11.1537146103306
"1127" "YKR028W" 4.24246133755239e-08 2.54648653760275e-07 -0.734131449041423 -11.1649747060153
"1128" "YGL010W" 6.8923673722681e-08 3.89377092827098e-07 1.41673525102791 10.721560694059
"1129" "YLR099C" 5.90901882379402e-08 3.40588556345907e-07 1.09963916232541 10.8606352045792
"1130" "YHL003C" 4.57723428739436e-08 2.71234299892517e-07 -0.971415737679239 -11.0946027213599
"1131" "YNL112W" 4.27691385281034e-08 2.55988750458236e-07 -0.892657316574666 -11.1574633771024
"1132" "YJL132W" 7.51284605135925e-08 4.21518343636297e-07 1.86743057576169 10.644314131281
"1133" "YPL143W" 5.19749909048813e-08 3.03318814005114e-07 -1.02102244968417 -10.9776686710135
"1134" "YJL155C" 6.02827695734736e-08 3.46242211193735e-07 1.45662284577534 10.8425004985761
"1135" "YDR331W" 5.84521896002434e-08 3.37505935008643e-07 -1.03543321759032 -10.8704979708328
"1136" "YOR021C" 5.16536759956582e-08 3.01982438215903e-07 -0.872847001216455 -10.9833512522774
"1137" "YBR079C" 4.40270442496311e-08 2.61603018602259e-07 -0.813200815287323 -11.130577222804
"1138" "YOR389W" 6.06856403637387e-08 3.47640507232556e-07 1.2288746550143 10.8364607867949
"1139" "YPL185W" 1.08670104560884e-07 5.81154741773718e-07 5.75436371476267 10.31857482438
"1140" "YMR251W" 1.13960645004444e-07 6.03668453132854e-07 3.12481917020046 10.2772099872944
"1141" "YGL056C" 4.88840013215025e-08 2.88543462376094e-07 0.75511725377849 11.0339583003927
"1142" "YLR264W" 5.93534873333975e-08 3.41504409969293e-07 -1.54391067299676 -10.8565979931322
"1143" "YDR304C" 5.11126719093813e-08 3.00146523350315e-07 -0.828096623337825 -10.9930049686961
"1144" "YBR115C" 4.60847577572629e-08 2.72838448188248e-07 -0.884600380921832 -11.0883179910451
"1145" "YNR065C" 5.8821289933031e-08 3.39337635574858e-07 -1.05728797406686 -10.8647781478632
"1146" "YOL101C" 1.22066982404581e-07 6.39873556803501e-07 3.97912396034265 10.2176473320871
"1147" "YPR081C" 6.4180298181833e-08 3.64862660993917e-07 1.09780857835396 10.7858001025394
"1148" "YOL048C" 7.46882409765384e-08 4.19408130874261e-07 1.3138615833003 10.6495662182407
"1149" "YHL028W" 7.78677527409562e-08 4.35393879001141e-07 -1.43088399834877 -10.6123536510097
"1150" "YGL102C" 4.98656751653697e-08 2.93893015253917e-07 -0.712169808621036 -11.0156786261623
"1151" "YDR120C" 5.14335634863278e-08 3.00964554854702e-07 -0.906095707447656 -10.9872658644376
"1152" "YDR330W" 5.91659257758005e-08 3.40724900022259e-07 0.835819528932214 10.8594719422917
"1153" "YMR027W" 5.12081652016541e-08 3.00153277347224e-07 0.732444712276452 10.9912930701926
"1154" "YOR152C" 9.49239107469796e-08 5.16203012557556e-07 1.64832344290112 10.4369830747483
"1155" "YOL115W" 6.31370604402211e-08 3.60735938340547e-07 -0.896260740718621 -10.8006088437344
"1156" "YDL060W" 5.24233276999297e-08 3.05662575590856e-07 -0.921619726620962 -10.9698020542611
"1157" "YJR015W" 5.59732817716412e-08 3.25201784502733e-07 -1.07335917229528 -10.909941455008
"1158" "YOR271C" 5.32634093187009e-08 3.10284259806715e-07 -0.729345551408069 -10.9552534166206
"1159" "YGR230W" 1.20379963278582e-07 6.32550778930511e-07 2.08037251576775 10.2296880836661
"1160" "YLR251W" 1.08889954528479e-07 5.81334665412197e-07 2.21881378831968 10.3168134753206
"1161" "YLR102C" 8.37545995688627e-08 4.63948002014818e-07 1.25175410811723 10.5475518060638
"1162" "YDR037W" 5.18601805049682e-08 3.02919018628126e-07 -0.925778042343371 -10.9796948190515
"1163" "YPL167C" 7.03193726128658e-08 3.95554028919491e-07 1.03432831112662 10.7035550603274
"1164" "YIR014W" 1.28600011899436e-07 6.6982585815773e-07 2.01437100274358 10.1726384062687
"1165" "YMR018W" 1.18212988510229e-07 6.22163612899369e-07 2.03044188531298 10.2454213312347
"1166" "YBR255C-A" 1.1025057294034e-07 5.86866760110417e-07 1.64366867813751 10.3059964779648
"1167" "YPR145W" 5.35607827551036e-08 3.11461902919011e-07 -0.713731965632691 -10.9501621207799
"1168" "YFL061W" 1.338043280749e-07 6.93619583412042e-07 2.42176167715765 10.1384956867852
"1169" "YLR023C" 5.68511181337225e-08 3.30008886274013e-07 0.900933187559026 10.8957639741237
"1170" "YLR297W" 1.35326877618691e-07 7.00402241599271e-07 2.45758026542005 10.1287744845789
"1171" "YER037W" 1.05646006596652e-07 5.69774258165949e-07 2.04818247437531 10.3431960198399
"1172" "YHR063C" 6.43055102607744e-08 3.64862660993917e-07 -0.889433939999036 -10.7840400175952
"1173" "YPL142C" 8.42790227159473e-08 4.66458008974389e-07 -1.11663658459221 -10.5420165223764
"1174" "YER136W" 5.71502429037938e-08 3.30864503607627e-07 0.68606124955094 10.8909863095177
"1175" "YMR036C" 8.64071426255505e-08 4.75420964723592e-07 1.11930280465916 10.5199254865708
"1176" "YLR093C" 6.38087550373427e-08 3.63620971650084e-07 0.985885122634007 10.7910444852724
"1177" "YML091C" 5.71056302359322e-08 3.30864503607627e-07 0.762646355995384 10.8916971726937
"1178" "YNL238W" 6.3737993040622e-08 3.6353439448278e-07 -0.827073017212887 -10.7920469968592
"1179" "YKL078W" 9.07968959567364e-08 4.96649910826898e-07 -1.21339995167809 -10.4761370010005
"1180" "YHR039C-A" 6.2368530809967e-08 3.56656406082871e-07 -0.790542510827337 -10.8116862453248
"1181" "YLR346C" 1.3837470631839e-07 7.13354868979437e-07 4.97260004654476 10.1096604787276
"1182" "YKL181W" 6.04202493787719e-08 3.46727431084145e-07 -0.696741219803399 -10.8404346121924
"1183" "YAL017W" 6.41626235903582e-08 3.64862660993917e-07 0.810998722999152 10.7860488465758
"1184" "YDR361C" 7.61708266013906e-08 4.27000469259895e-07 -1.06644967644339 -10.6320079577239
"1185" "YMR024W" 6.83919448406908e-08 3.8704161171955e-07 -0.784814729626768 -10.7285230648839
"1186" "YEL005C" 1.10514507147091e-07 5.87793419314041e-07 1.29954261062528 10.3039146872343
"1187" "YJR041C" 7.86292782881791e-08 4.38527483854448e-07 -1.01914931037093 -10.6036815962864
"1188" "YJL070C" 8.58939519069361e-08 4.729951459387e-07 0.970531657201015 10.5251991159624
"1189" "YLR311C" 1.63918694597057e-07 8.27435262387302e-07 4.41782861568595 9.96520237371879
"1190" "YNR050C" 6.36060913017136e-08 3.63098646854983e-07 -0.872413603738475 -10.7939188745303
"1191" "YNR008W" 7.738951526839e-08 4.33089999046884e-07 -0.928383363820521 -10.6178461072336
"1192" "YDR399W" 6.43017455542464e-08 3.64862660993917e-07 -0.805308026976804 -10.7840928840536
"1193" "YNL223W" 1.06471200297953e-07 5.72337380730658e-07 1.46066758990577 10.3364036762728
"1194" "YMR323W" 1.73587837533755e-07 8.64898425853639e-07 4.58434873610296 9.91669719057554
"1195" "YPL193W" 8.96797819063521e-08 4.91361083108338e-07 0.989664286239364 10.4870625160778
"1196" "YGL016W" 8.34755642684866e-08 4.62794187664779e-07 -1.06825750489138 -10.5505121229139
"1197" "YDR005C" 8.28438728302853e-08 4.60071830268019e-07 1.01736607086655 10.5572530194935
"1198" "YJR075W" 7.28217860852783e-08 4.0927845753427e-07 -0.746090567480746 -10.6722074008345
"1199" "YLR004C" 1.36900333714551e-07 7.07426526983088e-07 1.51582736270675 10.1188500934915
"1200" "YOL154W" 1.48938452260955e-07 7.6105477302948e-07 1.74544346768932 10.0467259122506
"1201" "YBR096W" 9.4848033563956e-08 5.16203012557556e-07 -1.18349299366947 -10.4376864203834
"1202" "YPL246C" 8.96079235157498e-08 4.91361083108338e-07 -0.895368219091933 -10.4877702661595
"1203" "YGL185C" 1.02998244301309e-07 5.57332104399638e-07 1.10859958521721 10.3653788718083
"1204" "YKL197C" 8.69007499045416e-08 4.77735046954211e-07 0.923594983411155 10.5148845504736
"1205" "YPL281C" 1.90836798210835e-07 9.4294133980006e-07 4.54433708927402 9.83692530533109
"1206" "YBR261C" 1.00525493732333e-07 5.44853173154039e-07 -1.01534496438695 -10.3866521046816
"1207" "YLR300W" 7.0312720637207e-08 3.95554028919491e-07 -0.774295968778279 -10.7036399682492
"1208" "YPL141C" 8.49424733974812e-08 4.69335862302637e-07 0.904836236120823 10.53506625227
"1209" "YFL053W" 1.56952152459544e-07 7.95954249139795e-07 1.9255306000489 10.0020809779226
"1210" "YLR222C" 8.04431064572363e-08 4.48261330871584e-07 -0.84632412315759 -10.583382217112
"1211" "YCL032W" 9.8323093584644e-08 5.3335794214821e-07 0.930191052838657 10.4060751324605
"1212" "YMR317W" 9.12528677759924e-08 4.98727035079818e-07 0.826061720127752 10.4717187115777
"1213" "YOR121C" 1.98337177032088e-07 9.78523236910951e-07 3.18588628272455 9.80460746861127
"1214" "YDR247W" 1.24024707426024e-07 6.48576847306995e-07 1.48659152232531 10.2038950971789
"1215" "YHR065C" 8.46696157876185e-08 4.68223691025021e-07 -0.848977095751155 -10.5379176526113
"1216" "YKL183W" 1.31032500677479e-07 6.81410667275091e-07 -1.33707209340295 -10.1565001379169
"1217" "YOR004W" 1.13207971602689e-07 6.01049432373217e-07 -1.00875188535915 -10.2829683370132
"1218" "YKL172W" 7.81953669349731e-08 4.36479599392998e-07 -0.902841561055222 -10.6086118170325
"1219" "YBR273C" 8.57279016541638e-08 4.72616773911232e-07 0.719267202400981 10.5269126798731
"1220" "YPL160W" 7.70526998737039e-08 4.31574283025489e-07 -0.778770702709092 -10.6217361528434
"1221" "YFR030W" 7.81171594554483e-08 4.36415420288252e-07 -0.772715579188544 -10.6095035381224
"1222" "YAL027W" 1.33617186662532e-07 6.9330532006212e-07 1.18282723060661 10.139698688284
"1223" "YOR177C" 1.82105331275536e-07 9.00478516405563e-07 2.12791549030057 9.87629880335987
"1224" "YOR113W" 1.13530313620826e-07 6.0187626556519e-07 1.09783432159305 10.2804972633659
"1225" "YPL200W" 1.38533242735617e-07 7.13609822028667e-07 5.76885065904423 10.1086785626885
"1226" "YDL023C" 1.08944711066242e-07 5.81334665412197e-07 0.931258754624675 10.3163753783647
"1227" "YGR083C" 8.56039617905086e-08 4.7259166078777e-07 -0.717191569958991 -10.5281939943515
"1228" "YFR011C" 1.0313408546694e-07 5.57605939772499e-07 0.860760449456777 10.3642260608987
"1229" "YKR018C" 8.32206542481003e-08 4.61772281671817e-07 0.697985394602765 10.5532257398467
"1230" "YMR244W" 2.19967647752099e-07 1.06594692710684e-06 3.49480365337031 9.71823655298279
"1231" "YJL050W" 8.5752997650968e-08 4.72616773911232e-07 -0.941591466850461 -10.5266534733126
"1232" "YAL007C" 1.08733323743661e-07 5.81154741773718e-07 -1.14536772051395 -10.3180679485995
"1233" "YLL020C" 2.15171184702441e-07 1.04813841423929e-06 2.47212202798641 9.73658277044529
"1234" "YCL043C" 8.72511212259745e-08 4.79258467724874e-07 -0.635716394407215 -10.5113249162314
"1235" "YJR139C" 8.75051854791133e-08 4.80250774668087e-07 -0.677788197614692 -10.5087532544812
"1236" "YKR050W" 1.15774145289393e-07 6.12283313244307e-07 0.88642009234553 10.2635008046962
"1237" "YJL036W" 1.06008235640664e-07 5.70866740380742e-07 1.028580231101 10.3402074889522
"1238" "YJL076W" 9.16742489642242e-08 5.00611800270413e-07 -0.877000924303791 -10.46765650099
"1239" "YGL148W" 8.99902501942469e-08 4.92649553783065e-07 -0.807906782540048 -10.4840115834188
"1240" "YMR259C" 1.04278680554196e-07 5.63328759855944e-07 -0.763110435367273 -10.3545763752454
"1241" "YBR238C" 1.66823359058067e-07 8.36931299814323e-07 -1.75020708383775 -9.95031715895085
"1242" "YML093W" 9.4814114832117e-08 5.16203012557556e-07 -0.967166640133795 -10.4380010252625
"1243" "YGR144W" 2.028526220391e-07 9.94798990539573e-07 3.04682305897428 9.78577360734279
"1244" "YJR149W" 1.50327209786675e-07 7.65323429124068e-07 1.36724019448014 10.0388081464506
"1245" "YDR030C" 1.53797418600204e-07 7.80943547622058e-07 1.2201431598364 10.0193595592741
"1246" "YDR173C" 1.39850714816655e-07 7.19829564382812e-07 1.07757437049528 10.1005647078108
"1247" "YIL114C" 1.7176478418469e-07 8.57692682198046e-07 -1.48734688608262 -9.9256185019733
"1248" "YNL217W" 1.33637726780546e-07 6.9330532006212e-07 -1.31721698149654 -10.1395665624124
"1249" "YOR239W" 1.0095111545841e-07 5.46707116994139e-07 -0.819446538306711 -10.3829509277637
"1250" "YPR041W" 9.49039261850886e-08 5.16203012557556e-07 -0.774368340653956 -10.4371682639672
"1251" "YBR143C" 9.43028181852321e-08 5.145363107321e-07 -0.681239831573088 -10.4427580391171
"1252" "YHR183W" 9.55744852699412e-08 5.19309204847139e-07 -0.759491839266193 -10.43097707353
"1253" "YKR074W" 1.20913367741018e-07 6.348437012534e-07 -1.20189421054855 -10.2258616562285
"1254" "YDR006C" 1.07532939023303e-07 5.77570186445362e-07 0.709373759471268 10.327746461243
"1255" "YER072W" 1.28383768835472e-07 6.69232363124829e-07 -0.880040839226685 -10.1740887993458
"1256" "YNL100W" 1.16300376566215e-07 6.14569518171388e-07 1.26383260331596 10.2595656158592
"1257" "YDR104C" 1.24677580718392e-07 6.51470234073257e-07 0.999028592938447 10.1993603642975
"1258" "YFL044C" 1.15197428973514e-07 6.09726197689909e-07 0.820134325085665 10.2678355045522
"1259" "YGL187C" 1.062714402133e-07 5.71733356805432e-07 0.729956650735695 10.338042776885
"1260" "YPR114W" 1.23111803890078e-07 6.44317936839112e-07 -0.807221258546646 -10.2102788394318
"1261" "YNL203C" 2.79957460792397e-07 1.31666549856496e-06 2.90829389887516 9.51928849501342
"1262" "YPL212C" 1.13238870489298e-07 6.01049432373217e-07 -0.893587762513334 -10.2827311410183
"1263" "YOR202W" 1.09650076670355e-07 5.8462168017723e-07 -0.687123650173672 -10.3107527965631
"1264" "YDL189W" 1.27152196650627e-07 6.6387044731716e-07 -0.814102230814715 -10.1823992561059
"1265" "YGR125W" 1.08429177635549e-07 5.80477643282947e-07 -0.715817574947014 -10.3205094058361
"1266" "YPL075W" 1.13282474796114e-07 6.01049432373217e-07 -0.760827806321501 -10.2823965290578
"1267" "YPL012W" 1.06023095316815e-07 5.70866740380742e-07 -0.839301544594355 -10.3400851236335
"1268" "YLL001W" 1.08010687267368e-07 5.79185177133705e-07 0.717320951348827 10.3238807059783
"1269" "YHL010C" 1.66365156552797e-07 8.352731037363e-07 1.09946154373214 9.95264681076659
"1270" "YAL042W" 1.07756541380953e-07 5.78296385327476e-07 -0.768691951433182 -10.3259348799939
"1271" "YGR121C" 1.08253926323335e-07 5.80014075354022e-07 0.731876904634141 10.3219195131968
"1272" "YOR065W" 1.05248415763297e-07 5.68098296966574e-07 0.691155728943715 10.3464889141278
"1273" "YGR020C" 1.36104882580131e-07 7.03872048884755e-07 -0.963494789514819 -10.1238520109514
"1274" "YBR150C" 1.3495782820688e-07 6.99045219421542e-07 0.969799343814533 10.1311200452133
"1275" "YHR071W" 1.17249701335251e-07 6.18088272469952e-07 1.09911915149438 10.2525143287131
"1276" "YPR154W" 1.4915214877881e-07 7.6111787042181e-07 1.20893409839232 10.0455024435005
"1277" "YLR290C" 1.65952253562163e-07 8.352731037363e-07 1.11962866271988 9.95475201436636
"1278" "YDR429C" 1.10231683038861e-07 5.86866760110417e-07 -0.721214546015477 -10.3061456766415
"1279" "YNL141W" 1.22854342320472e-07 6.43485274187775e-07 -0.844445257538319 -10.2120883475042
"1280" "YMR140W" 1.46334551961322e-07 7.49663773634276e-07 0.880625115786618 10.0617861491381
"1281" "YMR319C" 1.46779159720292e-07 7.51353100853014e-07 -0.997840866061751 -10.059194520774
"1282" "YEL053W-A" 1.50221696871425e-07 7.65323429124068e-07 -0.93350395606773 -10.0394069663653
"1283" "YML106W" 1.16583116777574e-07 6.15566384147613e-07 -0.645963222563117 -10.2574591068711
"1284" "YGL250W" 2.01019457519965e-07 9.89189264275749e-07 1.42211644297008 9.79336528378343
"1285" "YDR202C" 1.71879410938801e-07 8.57692682198046e-07 1.15788802734408 9.92505459455027
"1286" "YBR205W" 1.30617394132191e-07 6.79792356732533e-07 -0.777726757142018 -10.1592314144743
"1287" "YOR032C" 2.29091851875966e-07 1.10770058756287e-06 1.47776191946258 9.68448551988845
"1288" "YNL016W" 1.16987065413485e-07 6.17201114463726e-07 -0.700849416641878 -10.2544589933893
"1289" "YGL081W" 3.23217935089239e-07 1.49223128535907e-06 3.43502888245427 9.40223997686442
"1290" "YLR216C" 1.17376657794173e-07 6.18259335981866e-07 0.890922287493751 10.2515759565547
"1291" "YNL242W" 1.47276578940433e-07 7.53309913548331e-07 0.966030463141013 10.0563049599978
"1292" "YDR293C" 1.19338676854942e-07 6.27583299023334e-07 0.685631306409611 10.2372102573275
"1293" "YKL030W" 2.67123101024959e-07 1.26265847319746e-06 -2.06299010166985 -9.55775565620495
"1294" "YBR039W" 1.21598634885419e-07 6.37929646688382e-07 0.6917616385019 10.220972175797
"1295" "YMR164C" 1.61862016973885e-07 8.18949199569337e-07 0.926636753645135 9.97591313462273
"1296" "YHR126C" 3.13707784986453e-07 1.45758262029927e-06 5.35971017499441 9.42647710110365
"1297" "YCR069W" 1.37275064756128e-07 7.08803057328008e-07 0.761213183845564 10.1165044610863
"1298" "YGR111W" 1.52694269167865e-07 7.76166207378532e-07 0.81605069401493 10.0254909147597
"1299" "YKL065W-A" 3.46871818883254e-07 1.59356421287517e-06 4.67438248768054 9.3451088518364
"1300" "YDL228C" 2.12386785018761e-07 1.0378624261943e-06 -1.24126161951156 -9.7474340750288
"1301" "YMR285C" 1.62157094890766e-07 8.19808125792421e-07 -0.912253167509858 -9.97436753829977
"1302" "YBL101C" 1.32186869115224e-07 6.86867750398569e-07 0.783974673107095 10.14895300156
"1303" "YNL333W" 2.37728979368101e-07 1.14523047350966e-06 1.35752211899162 9.6538312161187
"1304" "YDR218C" 3.28901109735426e-07 1.5152613097811e-06 2.31285313347114 9.38811612854327
"1305" "YOL051W" 1.27748968934185e-07 6.66454349894287e-07 0.767656568149774 10.1783616556165
"1306" "YPL166W" 3.14270623695609e-07 1.45916140540573e-06 2.29547394304877 9.42502100949901
"1307" "YKL103C" 1.41647562690877e-07 7.27932722013918e-07 0.713471009651117 10.0896290277259
"1308" "YFL058W" 3.67018328008578e-07 1.6778713499875e-06 3.10873965013292 9.29963063609293
"1309" "YIR025W" 2.12427054214945e-07 1.0378624261943e-06 1.1483362321451 9.74727606018434
"1310" "YOR350C" 1.70357088382787e-07 8.51395013139947e-07 0.864119168568514 9.93257658630669
"1311" "YMR156C" 2.61540390642904e-07 1.24255427420906e-06 1.58706453012676 9.57510731600869
"1312" "YMR311C" 1.37561151189226e-07 7.09720071829585e-07 0.745012418209742 10.1147182940075
"1313" "YER016W" 1.66293989640019e-07 8.352731037363e-07 -0.938168042645442 -9.95300926058751
"1314" "YOR241W" 1.44425908102376e-07 7.4162817174705e-07 -0.728835765143994 -10.0730079227372
"1315" "YOR075W" 1.78076763227785e-07 8.83228343469422e-07 0.883492292398535 9.89514930714136
"1316" "YGL134W" 2.02666944250613e-07 9.94634020470748e-07 1.19449070365544 9.78653921783197
"1317" "YMR074C" 1.57700637190268e-07 7.991305720362e-07 -0.765310337082666 -9.99803586637567
"1318" "YMR085W" 2.53965336156841e-07 1.21273082418836e-06 1.39076758695711 9.59929334403186
"1319" "YCL036W" 1.94962211928314e-07 9.62598332403795e-07 -1.2315381609802 -9.81898544674901
"1320" "YDL037C" 3.22363179624037e-07 1.49038863682011e-06 -2.66126029267435 -9.40438708814624
"1321" "YKR017C" 2.18073546603519e-07 1.05833615866485e-06 1.24336581495733 9.72542995327479
"1322" "YPL110C" 1.62418444679851e-07 8.20495339842153e-07 0.755786019200484 9.97300111039017
"1323" "YLR351C" 1.51011783586498e-07 7.68210799551219e-07 -0.711752020351623 -10.0349338265677
"1324" "YER155C" 1.40511472563891e-07 7.22661991755484e-07 -0.84810632964613 -10.0965259786039
"1325" "YPR062W" 1.70244093295565e-07 8.51395013139947e-07 -0.99370814599453 -9.93313776488622
"1326" "YNL092W" 3.18632090383347e-07 1.47626850941066e-06 2.0167938896002 9.41383100334362
"1327" "YBL040C" 1.69400547913527e-07 8.47910011056077e-07 -0.888162503984182 -9.93733974070225
"1328" "YIL071C" 2.55152021765008e-07 1.21662137491741e-06 1.57276707563048 9.59545403501565
"1329" "YCR044C" 1.76515985320021e-07 8.76151423341106e-07 -0.942451508898551 -9.90257505031286
"1330" "YNL130C" 1.49268454257289e-07 7.6111787042181e-07 -0.663710816883369 -10.0448373495795
"1331" "YEL009C" 1.45976140416909e-07 7.48505332336639e-07 0.666977251368362 10.0638814600992
"1332" "YPL037C" 1.45994008569482e-07 7.48505332336639e-07 -0.675146245910965 -10.0637768711161
"1333" "YBR247C" 1.67296411280413e-07 8.38661396625643e-07 -0.924246640823649 -9.94791915514118
"1334" "YGR223C" 2.01103901174984e-07 9.89189264275749e-07 0.882246233057193 9.79301395855314
"1335" "YGL106W" 1.74609441098317e-07 8.6866537160851e-07 -0.82449409337019 -9.91174144246989
"1336" "YPL060W" 2.74771294334452e-07 1.29506758468011e-06 1.43583255818448 9.53460158601142
"1337" "YEL057C" 4.20146241714826e-07 1.8761752309204e-06 2.65199851987683 9.19140596845009
"1338" "YDL084W" 1.49023412450438e-07 7.6105477302948e-07 -0.603937906169281 -10.0462392687236
"1339" "YGL219C" 1.81712581590586e-07 8.99896827226052e-07 0.748338668185084 9.87811689894311
"1340" "YBL085W" 1.6603287920311e-07 8.352731037363e-07 -0.704284587336301 -9.95434050247886
"1341" "YGR155W" 1.53872857365459e-07 7.80943547622058e-07 -0.624076172809832 -10.0189419821317
"1342" "YOR167C" 1.66293784101547e-07 8.352731037363e-07 -0.782814365848819 -9.95301030762508
"1343" "YLL014W" 2.13901386404476e-07 1.04428572377469e-06 -0.995902823967279 -9.74151271951134
"1344" "YGR271C-A" 2.06381235341458e-07 1.01058835449387e-06 -1.0275134474412 -9.77136434094992
"1345" "YIR019C" 2.33503376529517e-07 1.12736464151742e-06 -1.61368459444797 -9.66867739108668
"1346" "YER142C" 2.08415909793859e-07 1.0197882437333e-06 0.957265112096115 9.76317455968003
"1347" "YEL001C" 1.81867069511392e-07 8.99980611757583e-07 -0.750948458528121 -9.87740125230192
"1348" "YDL004W" 1.78743805210079e-07 8.85865131579044e-07 0.912454981082579 9.8919968533831
"1349" "YGR279C" 1.58479741339179e-07 8.02457018452717e-07 -0.793445509673999 -9.99384696922276
"1350" "YDR230W" 3.83615170947997e-07 1.74157560606648e-06 1.85404758434287 9.26411973832374
"1351" "YAR002C-A" 1.65974214255156e-07 8.352731037363e-07 -0.668322340194184 -9.95463990623992
"1352" "YPL179W" 1.64438283287571e-07 8.29418079620113e-07 0.652253004614971 9.96251913537351
"1353" "YIR012W" 1.73009637942605e-07 8.62674581875397e-07 -0.711268332953626 -9.91951581093696
"1354" "YJL011C" 3.31022295682376e-07 1.52308145417399e-06 -1.3802933985815 -9.38291106964259
"1355" "YBR119W" 2.47218728524757e-07 1.18570742082768e-06 1.11653009915184 9.62149067714723
"1356" "YPR015C" 4.63377868189192e-07 2.04135893178026e-06 2.71619892583283 9.11359391802823
"1357" "YPR060C" 2.7183669659977e-07 1.28215981914614e-06 -1.38314089354117 -9.54340358456686
"1358" "YLR106C" 1.67638408001316e-07 8.39732362285306e-07 -0.795839707036287 -9.94618999962821
"1359" "YDR377W" 2.01910302968514e-07 9.91664566081097e-07 0.835939744515116 9.78966685055575
"1360" "YMR209C" 2.38260255969675e-07 1.14694524985549e-06 -0.991948020762974 -9.65198456799592
"1361" "YHR025W" 1.759311303236e-07 8.74575573386773e-07 -0.85681651545729 -9.90537567804638
"1362" "YOL030W" 1.74532740435989e-07 8.6866537160851e-07 -0.796235123695978 -9.91211243861859
"1363" "YDR432W" 1.76487908864933e-07 8.76151423341106e-07 -0.747405027764607 -9.90270927052788
"1364" "YHR202W" 2.51633444500576e-07 1.20423262174307e-06 1.00275513125799 9.60689378062059
"1365" "YOL055C" 2.57275463863024e-07 1.2240698797032e-06 0.882465388838869 9.588631278989
"1366" "YER041W" 2.53172257442505e-07 1.20982681387061e-06 0.996191376717204 9.60186988319611
"1367" "YPR061C" 4.24772892710118e-07 1.88781539681358e-06 1.97941225676832 9.18268031018498
"1368" "YEL017C-A" 4.21143598079488e-07 1.87806504337833e-06 -2.00591783556269 -9.1895163755474
"1369" "YOR062C" 3.93965018920772e-07 1.77868816685969e-06 1.61205280197588 9.24279394535126
"1370" "YER150W" 4.01064227613043e-07 1.80575511152411e-06 2.66136174519779 9.22850828756814
"1371" "YGR187C" 2.1699599077289e-07 1.05467144995263e-06 -0.75592914850464 -9.72955207246678
"1372" "YMR033W" 2.18575228303662e-07 1.05998453933474e-06 -0.724814801686508 -9.72351820521446
"1373" "YGR054W" 1.99437581160245e-07 9.82470373456566e-07 -0.880238027532957 -9.79997587288109
"1374" "YLR077W" 2.17990375986397e-07 1.05833615866485e-06 0.784947917131581 9.72574734287112
"1375" "YKL166C" 2.82942642684558e-07 1.32974911526033e-06 -1.02762917825704 -9.5106106903016
"1376" "YLR299W" 2.14201425581683e-07 1.04497071301668e-06 0.736800871667147 9.74034501757346
"1377" "YKR096W" 2.14742849378864e-07 1.04683138646537e-06 0.655730357105572 9.7382422931688
"1378" "YHR193C" 1.99224985065452e-07 9.8216266186751e-07 -0.667607043212362 -9.80086856182067
"1379" "YGR090W" 2.06367259243503e-07 1.01058835449387e-06 -0.78288346180886 -9.77142089348259
"1380" "YOR136W" 2.0165545250025e-07 9.91157002446757e-07 -0.656980442911766 -9.79072310805986
"1381" "YLL034C" 2.26801235991876e-07 1.09743615817963e-06 -0.91954119566778 -9.69282214276051
"1382" "YLR031W" 5.01924468634474e-07 2.18905991587115e-06 2.04817828870665 9.05047390337718
"1383" "YKL198C" 2.42976787403194e-07 1.16793103834805e-06 0.724010445707148 9.63578045299107
"1384" "YPL107W" 3.19822310971453e-07 1.48073429467463e-06 0.999570742421128 9.41080564431195
"1385" "YML043C" 3.73157952918673e-07 1.70237052161364e-06 -1.15223728545656 -9.28629845883365
"1386" "YGL038C" 2.64652092670639e-07 1.25428912881575e-06 0.789904512596308 9.56538767386891
"1387" "YIL043C" 2.16868629546387e-07 1.05467144995263e-06 -0.687063551764406 -9.73004072606565
"1388" "YDL003W" 2.40117373543975e-07 1.15503518950344e-06 -0.775215928259846 -9.64556378562273
"1389" "YER036C" 2.15863039741826e-07 1.0507261949338e-06 -0.675540438714106 -9.73390970367658
"1390" "YLR183C" 2.60661610695336e-07 1.23927925666343e-06 -0.79674352775602 -9.57787458232397
"1391" "YLR009W" 2.63869845276502e-07 1.25271155863489e-06 -0.793495675022972 -9.56781957865645
"1392" "YDR122W" 2.34605592587977e-07 1.13185087515527e-06 0.730334079033951 9.66477743773891
"1393" "YAL016W" 2.24352849274412e-07 1.08639255362931e-06 0.670986218792096 9.70183279867791
